0,Primer nombre,Apellido,37276469,Direcci,3257,Ciudad,5,C,Codigo postal,localidad,Provincia,Pais,Numero de telefono,Email,88346874,True
341,Lucille,Garcia,42250026,Padre Caro,6243,Pedro Munoz,1,A,13620,,Ciudad Real,Spain,764 804 444,LucilleKGarcia@superrito.com,42063334,True
342,Nicholas,Perry,37744185,Padre Caro,1830,Castellar de Santiago,5,F,13750,,Ciudad Real,Spain,795 655 563,NicholasTPerry@teleworm.us,53181142,True
343,Peter,Kemmerer,33180650,Rua do Paseo ,1827,El Castillo de las Guardas,1,A,41890,,Seville,Spain,729 535 512,PeterMKemmerer@teleworm.us,98068018,True
344,Rudolph,Thompson,39355297,Ctra. de Siles ,4136,Carballedo,4,A,27520,,Lugo,Spain,637 877 635,RudolphDThompson@fleckens.hu,91888281,True
345,Alice,Murphy,36914730,C/ Arana ,9523,Fuente-alamo,1,PB,2651,,Albacete,Spain,682 111 517,AliceMMurphy@superrito.com,88883450,False
346,Robert,Garcia,41311716,C/ Cuesta del  alamo ,5374,Marbella,6,A,29600,,Malaga,Spain,798 331 032,RobertSGarcia@gustr.com,14921949,True
347,Valerie,Norris,10327320,C/ Fernandez de Leceta ,8208,Benejuzar,4,B,3390,,Alicante,Spain,774 352 294,ValerieDNorris@fleckens.hu,88023970,False
348,Jack,Hawker,22018466,La Fontanilla ,6449,Anora,4,C,14450,,Cordoba,Spain,610 887 795,JackSHawker@cuvox.de,32816665,False
349,Tyson,Morrison,32398854,C/ Henan Cortes ,5439,Guaro,2,PB,29108,,Malaga,Spain,758 961 698,TysonAMorrison@superrito.com,69425613,True
350,Daniel,Hudson,28241171,C/ Hijuela de Lojo ,9582,Belauntza,4,E,20491,,Guipuzcoa,Spain,605 388 149,DanielCHudson@jourrapide.com,13605897,True
351,Angelo,Scheele,30390281,C/ Henan Cortes ,3263,Colmenar,6,E,29170,,Malaga,Spain,766 855 384,AngeloLScheele@jourrapide.com,34281059,True
352,Louis,Cox,42613477,Avda. Alameda Sundheim ,4147,Sabinanigo,4,PB,22600,,Huesca,Spain,786 605 995,LouisMCox@superrito.com,87198591,True
353,Roberto,Drew,18755671,Enxertos ,5438,Morasverdes,4,PB,37590,,Salamanca,Spain,730 908 301,RobertoMDrew@superrito.com,86851748,False
354,Ken,Hepler,24464953,Rua Olmos ,616,Salmoral,3,F,37314,,Salamanca,Spain,754 835 515,KenCHepler@einrot.com,36932005,True
355,Michael,Cruz,36371069,Outid de Arriba ,4563,Vimbodi,3,B,43430,,Tarragona,Spain,671 132 737,MichaelKCruz@einrot.com,15311860,True
356,Chad,Hutchison,19942330,Lamas Carbajal ,5405,La Lantejuela,5,PB,41630,,Seville,Spain,749 702 652,ChadMHutchison@superrito.com,92796780,True
357,Robert,Nixon,30511531,C/ Canada del Rosal ,2301,Encinasola,1,F,21390,,Huelva,Spain,775 647 802,RobertANixon@dayrep.com,15519093,False
358,Shaun,Tolliver,36534782,Puerta Nueva,2656,Nigran,6,E,36350,,Pontevedra,Spain,612 118 511,ShaunSTolliver@teleworm.us,65431072,True
359,Sonya,Elder,45558966,Inglaterra ,7023,Gobernador,6,A,18563,,Granada,Spain,769 628 501,SonyaWElder@rhyta.com,74621601,True
360,Everett,West,46199726,Alvaro Cunqueiro ,2293,Carbonero el Mayor,2,C,40270,,Segovia,Spain,654 560 418,EverettDWest@teleworm.us,53461189,True
361,Mary,Jenkins,41464424,Atamaria ,6412,Soutomaior,6,D,36691,,Pontevedra,Spain,718 601 334,MaryDJenkins@jourrapide.com,41945280,True
362,Jacob,Alvarez,34128680,Bellavista ,6815,Santibanez de Vidriales,1,PB,49610,,Zamora,Spain,646 143 857,JacobDAlvarez@einrot.com,78088433,True
363,Caleb,Lee,49477091,Rio Segura ,4198,Cortes,3,PB,31530,,Navarre,Spain,649 972 067,CalebBLee@fleckens.hu,21292604,True
364,Gustavo,Willaims,22351711,Herreria ,7577,Cajar,6,C,18198,,Granada,Spain,731 660 979,GustavoNWillaims@superrito.com,30574984,True
365,Jasmine,Mumford,11128051,C/ Domingo Beltran ,3482,Madrigueras,5,E,2230,,Albacete,Spain,600 585 724,JasmineLMumford@fleckens.hu,89510159,False
366,Billie,Jones,40771922,Calle Aduana ,4206,Zambrana,6,PB,1212,,alava,Spain,795 718 787,BillieWJones@rhyta.com,46152696,True
367,Phil,Pope,11296495,Pl. Virgen Blanca ,2647,Sant Andreu de la Barca,1,D,8740,,Barcelona,Spain,774 720 181,PhilCPope@cuvox.de,77633032,True
368,Alfred,Thomas,24731133,Canadilla ,8859,Tardienta,3,C,22240,,Huesca,Spain,619 554 555,AlfredSThomas@superrito.com,33950706,False
369,Jeanne,Farias,31489893,Paseo del Atlantico ,6390,Olot,6,D,17800,,Girona,Spain,653 416 962,JeanneGFarias@teleworm.us,77110777,False
370,Yolanda,McNeal,39976167,Cruce Casa de Postas ,7916,Chauchina,4,D,18330,,Granada,Spain,665 300 961,YolandaJMcNeal@superrito.com,15856696,True
371,Marie,Ray,12344165,Camino Ancho ,3643,Galinduste,1,PB,37785,,Salamanca,Spain,761 731 699,MarieERay@superrito.com,22076581,False
372,Latoya,Rodgers,20613020,El Roqueo ,5105,Tarancon,2,E,16400,,Cuenca,Spain,794 369 806,LatoyaJRodgers@gustr.com,67154539,True
373,Ruby,Miller,24996309,El Roqueo,2829,Rianxo,4,PB,15920,,A Coruna,Spain,618 763 783,RubyAMiller@gustr.com,86535016,True
374,Cristina,Maas,35046280,C/ Benito Guinea ,4798,Calella,2,C,8370,,Barcelona,Spain,609 876 205,CristinaSMaas@fleckens.hu,49593465,True
375,Brandy,Smith,25184346,Urzaiz ,9087,Hijar,6,E,44530,,Teruel,Spain,655 909 451,BrandyJSmith@dayrep.com,37829556,True
376,Michael,Warren,40554565,C/ Eras,3098,Alameda del Valle,6,D,28749,,Madrid,Spain,646 622 896,MichaelSWarren@gustr.com,98746705,True
377,Bobby,Reulet,17810701,C/ Eras ,8224,Lozoyuela-Navas-Sieteiglesias,1,A,28752,,Madrid,Spain,721 098 456,BobbyNReulet@rhyta.com,62379591,True
378,Joseph,King,37547568,Rua Olmos ,2462,San Morales,6,D,37340,,Salamanca,Spain,678 695 023,JosephAKing@cuvox.de,51758086,False
379,Frank,Gremillion,45655096,Canadilla,903,Granen,1,F,22260,,Huesca,Spain,657 216 719,FrankRGremillion@dayrep.com,48346341,False
380,Lanette,Cartwright,39609396,Outid de Arriba ,4640,Roquetes,5,A,43520,,Tarragona,Spain,745 766 502,LanetteCCartwright@einrot.com,48638822,False
381,Lawrence,Crotty,26803866,Rua da Rapina ,236,Puerto Seguro,3,PB,37487,,Salamanca,Spain,628 959 848,LawrenceCCrotty@superrito.com,12433041,True
382,Cecilia,Alvarez,19585569,Alvaro Cunqueiro ,2332,Alcala del Rio,4,B,41200,,Seville,Spain,663 426 852,CeciliaJAlvarez@armyspy.com,28892880,False
383,Patty,Quarles,30172223,Enxertos ,1518,La Atalaya,1,A,37591,,Salamanca,Spain,619 489 913,PattyJQuarles@dayrep.com,64700885,False
384,Kimberly,Amick,35260808,Borinaur enparantza ,1613,Artà,1,D,7570,,Balearic Islands,Spain,772 252 813,KimberlyPAmick@rhyta.com,94631776,False
385,Amy,Tostado,23310255,San Andres ,1289,Santiago de la Puebla,2,F,37311,,Salamanca,Spain,617 479 211,AmyVTostado@gustr.com,42101046,True
386,India,Ramirez,24004621,C/ Hijuela de Lojo ,4481,Ibarra,4,E,20400,,Guipuzcoa,Spain,642 401 856,IndiaRRamirez@fleckens.hu,71553490,False
387,Susie,Falcon,37019824,Avda. Alameda Sundheim ,2333,Campillo de Arenas,6,A,23130,,Jaen,Spain,770 051 920,SusieAFalcon@teleworm.us,12882955,False
388,Andrea,Ramirez,40801708,Plaza Colon ,3230,Albelda de Iregua,1,PB,26120,,La Rioja,Spain,692 955 123,AndreaTRamirez@jourrapide.com,16965834,True
389,Lee,Fryer,21093040,Avda. Andalucia,4860,Leza de Rio Leza,4,E,26132,,La Rioja,Spain,629 676 266,LeeRFryer@teleworm.us,23610398,False
390,Dorothy,Ramirez,17101640,Ctra. Hornos ,2300,Cellorigo,3,F,26212,,La Rioja,Spain,741 696 901,DorothyNRamirez@superrito.com,14802899,False
391,Mark,Trimble,21020583,Ctra. Bailen-Motril ,9422,Carcheles,1,A,23191,,Jaen,Spain,675 015 123,MarkMTrimble@teleworm.us,53256471,False
392,Salina,Beals,49088203,Ctra. de la Puerta ,4724,A Pastoriza,5,D,27287,,Lugo,Spain,688 028 660,SalinaABeals@einrot.com,28967566,True
393,Lazaro,Kerley,30185333,Avda. de la Estacion ,9674,Villarejo de Salvanes,4,A,28590,,Madrid,Spain,735 088 832,LazaroKKerley@gustr.com,51621160,True
394,John,Goble,49805181,Fuente del Gallo ,8870,Laracha,4,C,15145,,A Coruna,Spain,785 608 001,JohnKGoble@cuvox.de,29599151,True
395,Margaret,Hunnicutt,42198187,Ctra. de Siles ,5836,Baralla,3,C,27680,,Lugo,Spain,779 921 595,MargaretDHunnicutt@cuvox.de,12882935,True
396,Daniel,Bayne,26730757,Estrela ,6248,Los Corrales de Buelna,5,A,39400,,Cantabria,Spain,663 371 404,DanielFBayne@fleckens.hu,31856225,True
397,Neal,Peters,13315547,Pza. Fuensanta ,1366,Ribadavia,3,PB,32400,,Ourense,Spain,784 704 683,NealEPeters@jourrapide.com,29705049,True
398,Federico,Baer,45633709,Pascual Yunquera ,8993,Puebla de Don Fadrique,4,A,18820,,Granada,Spain,753 153 103,FedericoABaer@rhyta.com,83412516,False
399,Brian,Wilson,10944912,Carretera ,6760,El Carpio,2,F,14620,,Cordoba,Spain,601 510 871,BrianSWilson@gustr.com,87723622,True
400,Jesse,Drumheller,42228389,Estrela ,5350,San Ildefonso,4,PB,40100,,Segovia,Spain,615 683 911,JesseLDrumheller@gustr.com,97322137,False
401,Shirley,Patterson,39744451,Calvo Sotelo ,899,Carpio,2,B,47470,,Valladolid,Spain,741 219 794,ShirleyRPatterson@rhyta.com,25214121,True
402,Gary,Esquivel,44072660,Visitacion de la Encina ,2207,Aldeacipreste,5,F,37718,,Salamanca,Spain,687 401 476,GaryTEsquivel@einrot.com,16128541,True
403,James,Ross,28163805,C/ Rosa de los Vientos ,2037,Puerto Real,4,B,11510,,Cadiz,Spain,656 190 987,JamesLRoss@gustr.com,97669863,False
404,Maria,Lawrence,17246861,C/ Cuesta del  alamo ,8000,Alameda,6,F,29530,,Malaga,Spain,751 095 673,MariaDLawrence@cuvox.de,46665424,True
405,Raymond,Ramirez,15081968,Cadiz ,6593,Ugijar,2,F,18480,,Granada,Spain,724 019 260,RaymondBRamirez@gustr.com,19099692,True
406,Harry,Zukowski,18518146,Padre Caro,791,Fuente el Fresno,3,D,13680,,Ciudad Real,Spain,785 624 160,HarryMZukowski@teleworm.us,71650271,True
407,Darrell,Catlett,19482385,Borinaur enparantza ,5876,Sant Llorenç des Cardassar,2,C,7530,,Balearic Islands,Spain,635 977 847,DarrellTCatlett@teleworm.us,96044857,False
408,Raquel,Jones,13149930,Puerto Lugar ,5928,Arenas,5,C,29717,,Malaga,Spain,716 066 743,RaquelJJones@rhyta.com,60236150,True
409,Florene,Friedman,41070505,Zumalakarregi etorbidea ,1589,Marratxi,4,B,7141,,Balearic Islands,Spain,779 437 047,FlorenePFriedman@superrito.com,36572636,True
410,Justin,Moeller,29296196,Escuadro ,5819,Laguna de Duero,4,E,47140,,Valladolid,Spain,753 176 088,JustinCMoeller@superrito.com,23766713,False
411,Ruth,Banta,17145330,La Fontanilla ,8570,El Guijo,6,A,14413,,Cordoba,Spain,737 147 092,RuthTBanta@armyspy.com,53659180,False
412,Belle,Fuller,26414596,Ctra. Hornos ,5577,Hormilla,6,D,26223,,La Rioja,Spain,753 663 609,BelleJFuller@teleworm.us,53892083,False
413,Jerome,Swanner,33386890,Av. Santiago Lapuente,3920,Nonaspe,3,D,50794,,Zaragoza,Spain,733 960 092,JeromeDSwanner@fleckens.hu,47435952,False
414,Donna,Chen,33652974,Ourense,832,Alforja,2,C,43365,,Tarragona,Spain,687 963 228,DonnaEChen@fleckens.hu,25417019,True
415,Jessica,Holmes,22449713,Carretera ,9129,Hornachuelos,6,A,14740,,Cordoba,Spain,732 085 464,JessicaPHolmes@jourrapide.com,50531481,True
416,Lillian,Newman,19378674,Av. Zumalakarregi ,4396,Bonete,1,B,2691,,Albacete,Spain,611 561 997,LillianRNewman@superrito.com,98066119,True
417,James,Kosinski,39044580,Carretera del Muelle ,9158,Geldo,6,F,12412,,Castellon,Spain,728 634 028,JamesKKosinski@cuvox.de,29641099,True
418,Amy,Moses,26805740,Comandante Izarduy ,9879,Melgar de Fernamental,5,D,9100,,Burgos,Spain,786 793 706,AmyWMoses@einrot.com,26146154,True
419,Shirley,Cano,27953007,C/ Henan Cortes ,442,Arroyomolinos,1,PB,28939,,Madrid,Spain,714 721 449,ShirleyJCano@einrot.com,84684593,True
420,Dolores,Knaus,43885766,Valadouro,1466,Mungia,4,E,48100,,Biscay,Spain,683 181 128,DoloresVKnaus@cuvox.de,51781364,True
421,Susan,Gentry,38323488,Celso Emilio Ferreiro ,4385,Luceni,5,D,50640,,Zaragoza,Spain,666 945 305,SusanAGentry@dayrep.com,38297356,True
422,Mary,Gillis,30271836,Escuadro ,7712,Oliva,1,B,46780,,Valencia,Spain,606 790 298,MaryCGillis@superrito.com,66477923,True
423,Patricia,Burch,12095631,Jose matia ,5197,Casas-Ibanez,1,PB,2200,,Albacete,Spain,777 526 242,PatriciaJBurch@jourrapide.com,14188678,True
424,Terry,Houston,41421443,C/ Cuevas de Ambrosio ,5645,Villaquilambre,4,E,24193,,Leon,Spain,688 379 295,TerryMHouston@jourrapide.com,78035570,True
425,John,Hess,28216491,C/ Amoladera ,894,Fresno de Torote,3,PB,28815,,Madrid,Spain,664 555 933,JohnAHess@rhyta.com,68973358,True
426,Ivan,Hartman,11213459,Plaza de Espana,303,A Capela,2,E,15613,,A Coruna,Spain,732 619 616,IvanMHartman@gustr.com,29596110,True
427,Latoya,Smith,41905625,C/ Domingo Beltran ,1169,Villa de Ves,4,PB,2213,,Albacete,Spain,610 323 611,LatoyaPSmith@rhyta.com,85012199,True
428,Sandra,Urban,32437923,Reisenor ,2981,Consuegra,5,E,45700,,Toledo,Spain,645 728 721,SandraJUrban@superrito.com,83259130,True
429,Domingo,Roach,26570636,Extramuros ,7085,Morata de Tajuna,4,D,28530,,Madrid,Spain,698 654 849,DomingoNRoach@einrot.com,62577469,True
430,Terry,Wills,34838338,Avda. de la Estacion ,4801,Villamanta,3,E,28610,,Madrid,Spain,740 880 800,TerryTWills@gustr.com,65619745,True
431,Jacinto,Smith,13918912,Canadilla ,4703,Sarinena,1,E,22200,,Huesca,Spain,681 558 768,JacintoNSmith@rhyta.com,38879142,True
432,Michael,French,29191805,C/ Pablo Iglesias,8465,Villavelayo,4,C,26329,,La Rioja,Spain,692 126 257,MichaelVFrench@einrot.com,99263917,False
433,Arthur,Thompson,39013347,Quevedo ,5048,Curtis,1,F,15310,,A Coruna,Spain,756 275 163,ArthurTThompson@teleworm.us,61374002,True
434,Derek,Sanderson,43622668,Rua de San Pedro ,5220,Horcajo Medianero,2,A,37860,,Salamanca,Spain,778 696 789,DerekDSanderson@teleworm.us,43621380,True
435,Brandi,James,21967231,Visitacion de la Encina ,1501,Puerto de Bejar,1,C,37720,,Salamanca,Spain,675 369 133,BrandiJJames@teleworm.us,75769409,True
436,Lorraine,Crawford,10708377,Escuadro ,5117,Sedavi,6,C,46910,,Valencia,Spain,746 641 071,LorraineJCrawford@armyspy.com,44115975,True
437,Barrett,Grange,27844652,Avda. Enrique Peinador ,3786,Zarapicos,5,B,37170,,Salamanca,Spain,619 666 093,BarrettNGrange@superrito.com,42626080,False
438,Eileen,Valentine,28215351,Socampo ,3622,Villanueva del Conde,6,B,37658,,Salamanca,Spain,722 444 148,EileenWValentine@cuvox.de,47940427,True
439,Ian,Quintal,23393297,Jose matia ,6364,Albacete,2,PB,2000,,Albacete,Spain,642 419 953,IanLQuintal@superrito.com,89690082,True
440,Timothy,Wright,26680020,Plazuela do Porto ,8081,Tegueste,3,D,38280,,Santa Cruz de Tenerife,Spain,716 868 867,TimothyNWright@einrot.com,49428708,True
441,Gilbert,Warren,11228518,C/ Canarias ,5049,Zerain,6,C,20214,,Guipuzcoa,Spain,699 880 077,GilbertYWarren@superrito.com,61635621,True
442,Joyce,Mason,22326879,Carretera Cadiz-Malaga ,5159,Bidegoyan,2,A,20496,,Guipuzcoa,Spain,679 160 412,JoyceDMason@jourrapide.com,59996317,False
443,Kenneth,Molina,44586638,Outid de Arriba ,4846,Banyeres del Penedès,2,E,43711,,Tarragona,Spain,644 803 121,KennethEMolina@cuvox.de,18165363,True
444,Eliza,Mejia,24389535,San Andres ,1377,La Zarza de Pumareda,1,PB,37257,,Salamanca,Spain,603 304 435,ElizaKMejia@cuvox.de,31190030,True
445,Mamie,Leftwich,35213338,C/ Cuesta del  alamo ,9323,Humilladero,3,E,29531,,Malaga,Spain,696 493 684,MamieRLeftwich@einrot.com,34772385,False
446,James,Holt,31780654,Boucina ,8774,L' Ampolla,1,C,43895,,Tarragona,Spain,772 312 235,JamesMHolt@fleckens.hu,10321915,False
447,Debra,Lambert,23264847,Cadiz ,9592,Cortes y Graena,5,D,18517,,Granada,Spain,724 858 998,DebraDLambert@rhyta.com,41207308,True
448,Benjamin,Fox,22590087,Paseo del Atlantico ,4288,Armilla,6,D,18100,,Granada,Spain,651 114 275,BenjaminKFox@rhyta.com,22094017,True
449,Frances,Hoover,29376435,Crta. Cadiz-Malaga ,8671,Alcudia de Veo,1,A,12222,,Castellon,Spain,636 753 975,FrancesHHoover@dayrep.com,56967027,True
450,Thomas,Thurman,28858174,Rua do Paseo ,413,Huevar,2,E,41830,,Seville,Spain,647 597 526,ThomasJThurman@rhyta.com,56760778,True
451,Alvin,George,40219724,El Roqueo ,6828,Padron,4,E,15900,,A Coruna,Spain,740 229 450,AlvinDGeorge@dayrep.com,11631769,True
452,Matthew,Lee,27677756,C/ Andalucia,7456,Cuevas del Almanzora,3,A,4610,,Almeria,Spain,737 394 010,MatthewSLee@gustr.com,26766884,True
453,Theresa,Ray,24220246,Alvaro Cunqueiro ,3522,Almaden de la Plata,3,A,41240,,Seville,Spain,663 537 268,TheresaJRay@armyspy.com,46393192,True
454,Martha,Boggs,18772111,C/ Arana,3459,Nerpio,3,F,2530,,Albacete,Spain,657 602 900,MarthaRBoggs@fleckens.hu,74651101,True
455,William,Avery,29293056,Cano ,7311,Teverga,5,E,33110,,Asturias,Spain,695 366 558,WilliamWAvery@superrito.com,69733545,True
456,Kristin,Hoskins,16815620,Calle Proc. San Sebastian ,19,Peniscola,6,E,12598,,Castellon,Spain,715 504 876,KristinHHoskins@jourrapide.com,97416887,True
457,Bruce,Martin,40270823,Carretera Cadiz-Malaga ,9644,Zumaia,1,A,20750,,Guipuzcoa,Spain,730 929 982,BruceTMartin@rhyta.com,45004458,True
458,Charles,Porter,12280441,C/ Arana,8674,Cotillas,1,C,2461,,Albacete,Spain,793 162 599,CharlesMPorter@rhyta.com,48798145,False
459,Jim,Kirkpatrick,26879251,Cercas Bajas ,8153,Sant Fost de Campsentelles,2,PB,8100,,Barcelona,Spain,604 344 864,JimSKirkpatrick@cuvox.de,79023297,True
460,Maria,Ramirez,20246306,La Fontanilla ,6996,Pedroche,2,B,14412,,Cordoba,Spain,637 191 866,MariaHRamirez@einrot.com,50707056,True
461,Emma,Wise,39211767,Boucina ,381,El Morell,5,A,43760,,Tarragona,Spain,674 994 178,EmmaTWise@einrot.com,41765117,False
462,Ana,Debusk,37930219,Apartado de Correos ,5979,Pajares de la Laguna,3,E,37428,,Salamanca,Spain,664 233 800,AnaCDebusk@jourrapide.com,65879176,True
463,Cassandra,Brock,38876982,Reisenor ,7932,Villacanas,4,E,45860,,Toledo,Spain,796 432 711,CassandraPBrock@gustr.com,22857433,True
464,Todd,Bower,30511974,Herreria ,2001,Albolote,6,C,18220,,Granada,Spain,776 245 185,ToddJBower@gustr.com,49922994,True
465,Patrick,Guyer,32158746,Ctra. Villena ,902,Paredes de Nava,3,F,34300,,Palencia,Spain,769 799 155,PatrickCGuyer@fleckens.hu,71416592,True
466,Kathy,Keith,45512020,Calle Aduana ,1803,Elciego,3,E,1340,,alava,Spain,757 646 199,KathyJKeith@teleworm.us,64439031,True
467,Gerald,Parson,47226668,Carretera Cadiz-Malaga ,8867,Deba,1,PB,20820,,Guipuzcoa,Spain,696 974 040,GeraldMParson@teleworm.us,69689126,True
468,Lola,Raabe,13371686,Inglaterra ,7096,Benalua de las Villas,6,D,18564,,Granada,Spain,698 550 105,LolaCRaabe@fleckens.hu,63049844,True
469,Ashley,Nixon,48436609,C/ Eras ,4828,Pedrezuela,5,D,28723,,Madrid,Spain,752 892 525,AshleyNNixon@dayrep.com,22782561,True
470,Kathy,Rosenberry,26905885,Visitacion de la Encina ,8022,La Hoya,4,PB,37716,,Salamanca,Spain,794 586 188,KathyCRosenberry@rhyta.com,22536233,True
471,Frederick,Williams,48164596,Cadiz ,2085,Policar,6,D,18516,,Granada,Spain,673 611 241,FrederickGWilliams@fleckens.hu,38032060,False
472,Samuel,Edwards,17303666,Visitacion de la Encina ,1786,Escurial de la Sierra,2,C,37762,,Salamanca,Spain,649 187 642,SamuelMEdwards@dayrep.com,89553072,True
473,Carlos,Landa,24193932,Ctra. Bailen-Motril ,3261,Torreperogil,1,E,23320,,Jaen,Spain,780 320 239,CarlosSLanda@einrot.com,71277041,True
474,Richard,Triplett,30058175,C/ Senores Curas ,1788,Torre Alhaquime,2,D,11691,,Cadiz,Spain,737 302 085,RichardJTriplett@teleworm.us,12697953,True
475,Tyree,Lietz,22429133,Lamas Carbajal ,6226,Villanueva de San Juan,5,B,41660,,Seville,Spain,692 425 418,TyreeELietz@jourrapide.com,20701315,True
476,Michael,Lloyd,14896264,Plaza Colon ,1555,Les Borges Blanques,3,F,25400,,Lleida,Spain,754 868 789,MichaelPLloyd@rhyta.com,26453054,True
477,William,Davis,13347909,C/ Andalucia ,6626,Albox,6,D,4800,,Almeria,Spain,654 088 175,WilliamEDavis@gustr.com,69868915,True
478,Lisa,Hernandez,42314977,C/ Rosa de los Vientos ,1203,Grazalema,3,A,11610,,Cadiz,Spain,797 006 682,LisaDHernandez@dayrep.com,44061627,True
479,Ruby,Ward,19570036,Alcon Molina,6747,Baranain,4,F,31010,,Navarre,Spain,618 100 362,RubyRWard@armyspy.com,83277521,True
480,Deborah,Hammett,13952296,San Andres ,8658,Banobarez,1,D,37271,,Salamanca,Spain,769 821 748,DeborahAHammett@armyspy.com,25401768,False
481,Julia,Rose,42567374,Pl. Virgen Blanca ,4166,Sant Celoni,5,D,8470,,Barcelona,Spain,738 013 076,JuliaARose@superrito.com,77589045,True
482,Benjamin,Thornton,17285351,Calvo Sotelo ,3913,Mojados,6,F,47250,,Valladolid,Spain,604 595 938,BenjaminAThornton@rhyta.com,11725699,True
483,Lula,Weaver,14230026,Reyes Catolicos ,2303,Jaraiz de la Vera,3,B,10400,,Caceres,Spain,697 651 108,LulaTWeaver@rhyta.com,86789753,True
484,Ryan,Pierre,10304989,Calle Proc. San Sebastian ,4615,Carrion de Calatrava,3,B,13150,,Ciudad Real,Spain,649 428 022,RyanLPierre@superrito.com,29399607,True
485,Stephen,Roussel,26833073,Apartado de Correos ,161,Aldeanueva de Figueroa,2,D,37429,,Salamanca,Spain,646 315 344,StephenKRoussel@armyspy.com,57218627,False
486,Rebecca,Trotta,23765075,Jose matia,1380,Ribera Alta,3,PB,1420,,alava,Spain,747 630 833,RebeccaJTrotta@jourrapide.com,59885563,False
487,Hugh,Dunning,14172500,Pza. Fuensanta ,6188,Boboras,5,E,32514,,Ourense,Spain,738 165 633,HughNDunning@jourrapide.com,89281850,True
488,Maria,Bacon,12744386,Extramuros ,9426,Guadarrama,6,B,28440,,Madrid,Spain,608 156 757,MariaJBacon@teleworm.us,54177806,False
489,Jeffrey,Light,32739288,Avda. Andalucia ,4729,Jalon de Cameros,5,B,26134,,La Rioja,Spain,792 895 365,JeffreyMLight@einrot.com,10547244,True
490,Miguel,Dunagan,47359943,Ctra. de Fuentenueva ,3077,Navalagamella,2,F,28212,,Madrid,Spain,766 748 434,MiguelCDunagan@rhyta.com,77717905,True
491,Amber,Phillips,30073388,Calle Carril de la Fuente ,511,Almagro,4,C,13270,,Ciudad Real,Spain,631 124 587,AmberMPhillips@superrito.com,99834809,False
492,Loretta,George,16135868,Zumalakarregi etorbidea ,9983,Sant Joan,3,F,7240,,Balearic Islands,Spain,647 791 564,LorettaHGeorge@einrot.com,95995424,True
493,John,Dykema,39251527,Rua do Paseo ,7280,Santiponce,5,C,41970,,Seville,Spain,785 011 807,JohnDDykema@teleworm.us,23322964,False
494,Lea,Best,30584154,Avda. Enrique Peinador ,7007,Pelabravo,1,A,37181,,Salamanca,Spain,795 214 650,LeaJBest@fleckens.hu,15229486,True
495,Joseph,Campos,28788373,Reyes Catolicos ,6551,Belorado,2,D,9250,,Burgos,Spain,698 422 576,JosephACampos@cuvox.de,15675151,True
496,Joseph,Bozeman,15786386,Cartagena ,7266,Cehegin,2,E,30430,,Murcia,Spain,713 746 303,JosephEBozeman@dayrep.com,21398282,True
497,James,Castro,42726357,Rio Segura ,9478,Lumbier,1,D,31440,,Navarre,Spain,672 842 528,JamesJCastro@superrito.com,79981929,True
498,Gertrude,Walker,38217816,Bellavista ,6601,Bujaraloz,5,B,50177,,Zaragoza,Spain,791 728 724,GertrudeJWalker@superrito.com,59970978,True
499,Richard,Johnson,43442383,C/ Libertad ,7832,Mijares,2,PB,5461,,avila,Spain,750 554 964,RichardBJohnson@rhyta.com,19491530,True
500,Leonard,Kilgore,46985230,Avda. de Andalucia ,1577,Farajan,5,B,29461,,Malaga,Spain,600 821 051,LeonardRKilgore@cuvox.de,93854873,True
501,Cynthia,Love,25986818,Avda. Explanada Barnuevo ,7292,San Bartolome de Tirajana,3,D,35290,,Las Palmas,Spain,755 187 670,CynthiaSLove@gustr.com,74583771,False
502,Marilyn,Watson,36214840,C/ Canada del Rosal ,2449,Beas,2,F,21630,,Huelva,Spain,741 466 734,MarilynMWatson@einrot.com,58987705,False
503,Mark,Jackson,17440729,Estrela ,3905,Palazuelos de Eresma,2,A,40194,,Segovia,Spain,747 989 390,MarkLJackson@fleckens.hu,75275853,False
504,Betty,Brown,30969555,C/ Domingo Beltran ,7623,San Pedro,1,B,2326,,Albacete,Spain,771 070 325,BettyWBrown@teleworm.us,21497232,True
505,Shelley,Wafer,33244375,Escuadro ,514,Boecillo,3,PB,47151,,Valladolid,Spain,637 669 770,ShelleyAWafer@cuvox.de,81951632,False
506,Jose,Ashley,10264675,Pl. Virgen Blanca ,4192,Berga,1,F,8600,,Barcelona,Spain,609 736 196,JoseLAshley@superrito.com,17493049,True
507,Charlotte,Bagley,19446036,C/ Cuesta del  alamo ,4541,Pizarra,2,B,29560,,Malaga,Spain,626 892 657,CharlotteEBagley@armyspy.com,47016718,True
508,Richard,Harris,39313692,C/ Canarias ,4329,Ataun,4,F,20211,,Guipuzcoa,Spain,741 847 567,RichardDHarris@superrito.com,71136648,True
509,Eric,Valazquez,38261140,C/ Eras ,4509,Rascafria,1,A,28740,,Madrid,Spain,684 667 202,EricBValazquez@armyspy.com,65176312,False
510,Mike,Owens,20354281,Avda. Andalucia ,2542,Torre en Cameros,3,B,26134,,La Rioja,Spain,746 830 470,MikeWOwens@armyspy.com,19329304,True
511,Janelle,Palomares,20676811,Constitucion,9842,Parada de Arriba,5,F,37129,,Salamanca,Spain,754 519 044,JanelleRPalomares@rhyta.com,92486922,True
